Grid file 100x100 dx=1.0 dy=1.0 x0=0.0 y0=0.0
3
map_1_struct
map_2_struct
map_4_struct
0.566872	0.870474	1.10392
0.89517	1.23215	2.4303
0.530419	0.815436	0.827879
-0.517861	-0.04405	2.03622
-0.711805	-0.28894	0.399965
-0.326112	0.171474	2.19402
-0.125861	0.607225	2.16348
0.227602	1.21327	0.994941
-0.519216	-0.0514018	1.61955
-0.925312	-1.23151	1.7362
-0.498886	-0.981718	1.15115
-1.03568	-0.875753	1.07373
-0.537618	-0.060715	1.9268
-0.117432	-0.161049	1.45041
0.158609	-0.146874	1.14802
0.0914231	0.366514	0.175538
0.0304909	1.01727	1.11462
0.176734	1.62645	2.31557
-0.480323	0.834741	0.157609
0.70544	2.13599	0.13928
0.194834	1.0533	1.2155
0.378429	0.749432	0.0898752
0.199235	0.000331051	0.106846
0.159801	0.017721	1.11903
-0.313514	-0.49524	0.126411
-0.276306	-0.275979	0.399118
-0.0313383	-0.253287	0.163025
0.0743432	-0.151283	2.28902
0.756153	0.757216	2.24962
0.68267	0.684415	2.40194
0.672603	1.02031	2.36959
0.299135	0.611907	2.24557
-0.164923	0.204468	2.02056
-0.660469	-0.6452	1.02477
-0.535354	-1.12083	2.17813
-0.658697	-0.956883	2.43694
-1.16348	-1.20657	0.343577
-1.33892	-1.53061	2.27611
-1.33588	-1.67619	1.40402
0.0914307	-0.194248	2.19284
0.223141	0.371574	1.28507
0.499324	1.41939	2.40427
1.04486	1.97834	2.10984
1.20847	1.96049	2.52506
1.04574	1.53829	1.04657
0.485773	0.476904	1.06624
0.332452	-0.0775373	1.10391
0.285816	-0.0826379	2.25464
0.357079	-0.0359567	0.907197
0.0919129	-0.108478	1.13082
-0.817303	-0.916776	0.511061
-0.56888	-0.00665336	1.4912
-0.112555	0.889936	0.230698
0.129995	1.29221	0.162091
0.441941	1.57584	0.0844772
0.00801614	1.39021	0.0529116
-0.000906555	1.91188	0.290238
-0.394146	1.20358	0.148983
-0.631252	0.390892	0.0123937
-0.721162	-0.14279	0.0300304
-0.519083	0.105753	1.14077
-0.626901	-0.00789127	0.216189
-0.984967	-0.446309	0.220396
-1.03868	-0.850352	0.193034
-1.23196	-1.17029	0.949649
-0.788824	-0.412049	0.313229
-0.80981	-0.319494	0.109843
-0.458055	0.216122	0.170024
-0.273588	0.189657	0.0356244
-0.88121	-0.583437	0.028897
-0.713509	-0.347416	0.00962018
-0.162618	-0.262263	0
-0.279914	-0.431689	0
-0.14962	-0.32626	0
0.791956	0.798639	0
1.15352	1.31873	0.0209539
0.962975	1.29214	0.187116
0.467955	0.385221	0.000233575
-0.496417	-0.630198	0.0991932
-0.491256	-0.371006	0.272101
-0.435964	-0.307926	0.132057
-0.44366	-0.218405	0.0526182
-1.2682	-1.41705	0.0679754
-0.140118	-0.267144	1.28295
-0.0784006	-0.340612	1.90816
-0.996658	-1.84659	0.436489
-0.672594	-1.83468	0.166814
-0.536	-1.48568	0
-0.0557905	-0.395476	0.0564477
0.205755	0.461531	0.198386
-0.239902	-0.239902	0.17998
-0.670585	-0.757502	0.0371138
-0.145626	-0.32152	2.33519
-0.223749	-0.489426	1.33344
-1.03444	-1.54856	0.858158
-1.25436	-1.75899	0.144626
-1.22484	-1.70937	1.35124
-1.22452	-1.61422	1.04488
-0.838141	-0.747744	1.05725
-1.00305	-0.735631	0.415391
0.975703	1.70028	2.68659
0.808736	1.36826	2.25996
0.620376	0.933561	2.49546
0.354718	0.354718	0.285915
-0.398185	-0.214377	1.74706
-0.700413	0.186395	1.80027
-0.146216	1.07351	1.08334
